lamb/microns	Al2O3	Iron0.1%	Iron0.2%	Iron0.5%	Iron1%	Iron2%	Iron5%	Blackbody
0.01	3.275374648723327	2.2278722804245694	2.002340302873753	1.916800687194332	1.912970322415863	1.9103571779296957	1.904202280380268	5.501748136825192e-29
0.02	3.561517062059707	2.3433727241248974	2.053349909342307	1.91779980826774	1.9092724770383538	1.9065453350253565	1.9003677377779598	4.906494992723776e-24
0.03	3.8125792341351104	2.484712875421499	2.1270179335667314	1.922360802937563	1.9053566042279724	1.9026351477586299	1.8964340302074671	1.720641040728851e-20
0.04	3.96196522094074	2.5841950049601805	2.187837076037087	1.9315749464337573	1.9023204228519617	1.898667563902867	1.8924446694545891	7.953324760232884e-18
0.05	4.111543863471442	2.6853428000720387	2.2474006171982066	1.9372318324107471	1.8983322806439569	1.8947050021036191	1.8884359130109916	9.475187524064828e-16
0.060000000000000005	4.4048834643635955	2.8348940413519705	2.3287924215170346	1.951453655834943	1.8951477636995786	1.8907382471458398	1.8844387497698607	4.34554182520721e-14
0.06999999999999999	4.632743217799813	3.0061018243312776	2.440404044011701	1.981250896851259	1.8963545926475145	1.8868368866938625	1.880474820863824	9.9095843052016e-13
0.08	4.530874296419255	3.0205903866702437	2.4833984385153287	2.005349836594246	1.896533520483874	1.8830386278181062	1.8765558846898713	1.3350491673445849e-11
0.09	4.826537994230635	3.144891598505691	2.5407708206774218	2.0103615081219433	1.8920778646741943	1.8792449710266295	1.8726869777593103	1.199376994790877e-10
0.09999999999999999	4.845788448570283	3.240376412380649	2.644081365065387	2.063194309371181	1.899881850684633	1.875542179929231	1.8688698636277814	7.842330180233554e-10
0.11	5.05362263908109	3.3990638300108755	2.750481034243846	2.091204753395352	1.8982424937839155	1.871393455691003	1.8651051412678814	3.981230135983356e-09
0.12	5.283099251764693	3.5183057381131526	2.8155138003342004	2.104745088569041	1.8974816574041111	1.867665223373681	1.8613917389161971	1.6471024937491682e-08
0.13	5.204906172380624	3.5326248434643226	2.856202581678335	2.1378887233505974	1.902531574187363	1.864060237762425	1.8577288921188597	5.76224041468911e-08
0.14	5.275728562159275	3.597633137416392	2.9222664340760667	2.1811265358793466	1.914132798910392	1.8611237563732828	1.8541120856890265	1.7539908527230422e-07
0.15000000000000002	5.551951381035729	3.771193768581393	3.0343704572971313	2.22201201861969	1.9271020679311317	1.8600214501683348	1.8505380623703818	4.750607503051153e-07
0.16	5.624247844330303	3.820317795445365	3.062695081794472	2.2257527437390907	1.924415012368635	1.8572696894507432	1.8470330617333355	1.1654151015227613e-06
0.17	5.554412516934703	3.83434052152117	3.1021375438604983	2.2631990530009585	1.9331732707952443	1.8529479525757127	1.8435622842872073	2.6268520371902467e-06
0.18000000000000002	5.629634376223814	3.854329967102533	3.118887826883105	2.2813263488341113	1.9411978327161006	1.848993040704926	1.8376889186669987	5.503906173035984e-06
0.19	5.736704566294769	3.8734198090440053	3.1156355723215774	2.2640631340117814	1.9291312895543091	1.8429682497739555	1.8314147917303107	1.0822985030568833e-05
0.2	5.891239082214883	3.9182652516727283	3.1262396306518476	2.246402103235788	1.912565565634189	1.8340541017522458	1.8252553739587074	2.0133627138069257e-05
0.21000000000000002	5.809089483733121	3.8295895090610133	3.057907507106772	2.2189098847854845	1.9043536175821982	1.8294650826508285	1.8205578632231918	3.566980450620016e-05
0.22	5.98109629083352	3.864164186713725	3.0579470578194137	2.1992581129920907	1.8908174707860783	1.8225411727176581	1.8159228848999038	6.0526908437034164e-05
