lamb/microns	Al2O3	Carbon0.1%	Carbon0.2%	Carbon0.5%	Carbon1%	Carbon2%	Carbon5%	Blackbody
0.01	3.275374648723327	2.6995961603229612	2.387921974519712	2.0263668526450473	1.9226425138065897	1.9082617024949924	1.896601041255003	5.501748136825192e-29
0.02	3.561517062059707	2.8754688129209707	2.5216068881538156	2.105121696664077	1.9367215279018728	1.9051608617362976	1.8928004725171188	4.906494992723776e-24
0.03	3.8125792341351104	3.077700243382036	2.6844029457158407	2.1823064550861258	1.9521609228089118	1.903369734039846	1.8888966182068514	1.720641040728851e-20
0.04	3.96196522094074	3.213502342572115	2.812025686671727	2.27776443842473	1.9876127906317602	1.9002869663955217	1.8849494467917765	7.953324760232884e-18
0.05	4.111543863471442	3.3432750873089896	2.922928198684369	2.339496155856614	2.0150093659183588	1.904087947902769	1.880961446425023	9.475187524064828e-16
0.060000000000000005	4.4048834643635955	3.555372774669524	3.05920805300541	2.401442706332856	2.050230903249916	1.9090324390011464	1.8770927131201318	4.34554182520721e-14
0.06999999999999999	4.632743217799813	3.8055095003593262	3.2865833968184495	2.5092881851080246	2.1090870965808475	1.9083486069114113	1.873094434776551	9.9095843052016e-13
0.08	4.530874296419255	3.7793452989263874	3.3246132313358037	2.6277859257628844	2.154850020958655	1.9171408580843734	1.869458587959542	1.3350491673445849e-11
0.09	4.826537994230635	3.9475481314405267	3.4033948918341967	2.6209993949377894	2.1792006929641494	1.9327827016392471	1.865551211182052	1.199376994790877e-10
0.09999999999999999	4.845788448570283	4.045688153235562	3.5601709416619722	2.7949455567200583	2.2455454748564505	1.934355081109491	1.862533916299788	7.842330180233554e-10
0.11	5.05362263908109	4.263653746214413	3.7477830275332287	2.8793406512329094	2.2545713104517984	1.94258538662134	1.8586557247480073	3.981230135983356e-09
0.12	5.283099251764693	4.410110058371046	3.833824983977383	2.8777306404343532	2.2764972614781414	1.9575243889288283	1.8551518353217424	1.6471024937491682e-08
0.13	5.204906172380624	4.406416326892	3.8803542898459367	2.987386028662371	2.3377625939398885	1.966494741083319	1.8527866167639404	5.76224041468911e-08
0.14	5.275728562159275	4.461679571961424	3.947552611784115	3.084124960403418	2.4098399339171768	1.9770094367254158	1.8515463466355826	1.7539908527230422e-07
0.15000000000000002	5.551951381035729	4.68773487567837	4.12232114360403	3.152560491826657	2.45387536847555	2.013606069976463	1.8478288160682923	4.750607503051153e-07
0.16	5.624247844330303	4.752783685226947	4.170878104895658	3.166933238129053	2.463619323562416	2.0430181947863506	1.8437183746510526	1.1654151015227613e-06
0.17	5.554412516934703	4.740212411712873	4.201222362291827	3.2490990826507917	2.5256508225241525	2.0355706187609437	1.8452630240209733	2.6268520371902467e-06
0.18000000000000002	5.629634376223814	4.7165061631676	4.143589482131366	3.197023389144904	2.5094223973634846	2.0191041499805755	1.83651004895435	5.503906173035984e-06
0.19	5.736704566294769	4.716968177588031	4.100273649648402	3.1182437677846737	2.4326803824623604	1.9906469033127094	1.828593140067001	1.0822985030568833e-05
0.2	5.891239082214883	4.747208817032463	4.076867515542357	3.035594260052197	2.3451134505421014	1.945211231805005	1.8221790291112057	2.0133627138069257e-05
0.21000000000000002	5.809089483733121	4.623150266572424	3.9487725408338212	2.9405550519118906	2.2983075885657844	1.9308585629410722	1.8180207844115857	3.566980450620016e-05
0.22	5.98109629083352	4.708634298516532	3.9941741647225406	2.9349612486885857	2.275790853986641	1.9141757491605758	1.8132648512099723	6.0526908437034164e-05
0.23	5.967421348765805	4.684960751468683	3.974310775209928	2.9257839851840775	2.2745006460704285	1.9154373653782988	1.8112197862370083	9.885041673489182e-05
